Date,Topic-0,Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18,Topic-19,Topic-20,Topic-21,Topic-22,Topic-23,Topic-24,Topic-25,Topic-26,Topic-27,Topic-28,Topic-29,Topic-30,Topic-31,Topic-32,Topic-33,Topic-34,Topic-35,Topic-36,Topic-37,Topic-38,Topic-39,Topic-40,Topic-41,Topic-42,Topic-43,Topic-44,Topic-45,Topic-46,Topic-47,Topic-48,Topic-49
2016-09-10,0.007848383,0.093859682,0.079742271,0.037867947,0.043652301,0.0081897,0.00907682,0.004254517,0.025260643,0.028245112,0.016596795,0.013245527,0.009903084,0,0.024660507,0.013900948,0.04129022,0.005382957,0.042670668,0.010881254,0.022451589,0,0.005824146,0.00826063,0,0.013937091,0.009182795,0.015172628,0.008497625,0.003085629,0.032728211,0.048556536,0.006522197,0.031232377,0.074898686,0.051620998,0.014153026,0.006133952,0.016077743,0.007366652,0.025664784,0.011945308,0.01086683,0,0,0,0,0,0,0
2016-09-11,0.008073341,0.155127758,0.051577997,0.003525503,0.007438972,0.022384479,0.024304455,0.00573823,0.017767083,0.021681438,0.052833063,0.00420353,0.007509918,0.013237606,0.030321767,0.009642613,0.001596212,0,0.031574959,0,0.011552588,0.019433929,0.006337157,0.019277771,0.04643965,0.019448355,0.002910493,0.010839911,0.01841651,0,0.004860837,0.019343636,0.004636661,0.056681402,0.102305799,0.023176782,0.004563129,0.018919169,0.027759542,0.00319579,0.02353217,0,0.026452768,0,0,0,0,0,0,0
2016-09-12,0.006647685,0.052459977,0.030628696,0.04386897,0.015726587,0.023562127,0.047568595,0,0.037960677,0.012274918,0.018717442,0.028245665,0.021277611,0.010195813,0.030064569,0.017347588,0.030425697,0.006372878,0.00177923,0.006316938,0.024432611,0.01159807,0.004775144,0.02272231,0.040450753,0.014196122,0.012301782,0.016155976,0.011815425,0.003190413,0.011558706,0.030641706,0.026970897,0.028883934,0.035370657,0.024561118,0.025635925,0.011894922,0.035661025,0.04331429,0.029604832,0.007953315,0.020493881,0,0,0,0,0,0,0
2016-09-13,0.011278748,0.074379136,0.010866363,0.037276914,0.016354094,0.013130809,0.053715356,0.018090895,0.067521144,0.025892212,0.024433328,0.00500838,0.017103887,0.002285489,0.010903229,0.01343203,0.017936458,0.008785962,0.036210134,0.008797753,0.020006484,0.016030672,0.017334207,0.009403917,0.041010983,0.035260181,0.022860108,0.007724586,0.00697013,0,0.017416663,0.002422736,0.066744991,0.024194522,0,0.047352141,0,0.008517471,0.077991173,0.029401468,0.002420707,0,0.011176282,0,0,0,0,0,0,0
2016-09-14,0.024534369,0.097451886,0.026842079,0.03469148,0.00860323,0.009689923,0.02859856,0.025783844,0.041135554,0.006666212,0.014126004,0.02827959,0.021778284,0.02181729,0.01684265,0.01537796,0.030698422,0.016827219,0.019222506,0.002146419,0.01618657,0.032476381,0.019241811,0.0115875,0.004782838,0.025546113,0.017583333,0.021740733,0.013247525,0.006875362,0.020429746,0.025390877,0.015381404,0.017395462,0.033244576,0.021317425,0.021698522,0.012861496,0.054887369,0,0.032800038,0.010850479,0.00756918,0,0,0,0,0,0,0
2016-09-15,0.039843955,0.077209413,0.019611685,0.009864765,0.011104555,0.014065849,0.036909618,0.045672303,0.02557949,0.016570491,0.013673414,0.032326066,0.024031742,0.024657304,0.014082116,0.006178138,0.028615425,0.019554097,0.010609473,0.00140367,0.003656265,0.027399745,0.012530119,0.015177533,0.011614874,0.036037232,0.044708959,0.011789858,0.010832458,0.012634419,0.023069252,0.014333319,0.007585004,0.012394964,0.033490486,0.037709083,0.024202404,0.020272179,0.047932025,0.006071126,0.032270823,0.004698277,0.017241953,0,0,0,0,0,0,0
2016-09-16,0.018766287,0.059533306,0.031080266,0.020671282,0.008912272,0.018404862,0.051700279,0.020964154,0.019511327,0.024540666,0.001996385,0.024633984,0.017694041,0.018327109,0.022983081,0.009752944,0.038016908,0.002794932,0,0.00920063,0.019837653,0.001477619,0.018296709,0.026264535,0.008238584,0.005197858,0.036568155,0.026399384,0.015492509,0.018529449,0.011988625,0.027031477,0.024904013,0.044099983,0.065497063,0.024811312,0.050989558,0.018445729,0.01934257,0.004560187,0.010495406,0.014788342,0.02767628,0,0,0,0,0,0,0
2016-09-17,0.004116539,0.054793392,0.046189199,0.02035916,0.020533365,0.059898675,0.00247284,0.006434353,0.024519459,0.033982704,0.026677877,0.00808331,0,0.007818481,0.009835663,0.005429631,0.023312026,0.004650029,0.026844132,0.010412988,0.002857651,0.0059502,0.011967762,0,0.00374105,0.021430539,0.012699995,0.039115216,0.004811145,0.017915837,0.027242161,0.053092094,0.011019449,0.047924894,0.009994905,0.042178852,0.020415393,0.010980409,0.131672156,0.012868087,0.035377673,0.008682523,0.008191651,0,0,0,0,0,0,0
2016-09-18,0.021261259,0.065075881,0.034945195,0.031930772,0.022275723,0.003531325,0.004962502,0.043257004,0.027017391,0.047240447,0.023467134,0.026941171,0,0.00818746,0.005347531,0.013883081,0.023274258,0,0.052110436,0.006594956,0.022096257,0.007592607,0.005128557,0.023777528,0.059743696,0.01582582,0.004627167,0.020372738,0,0.011460528,0.029861895,0.027432601,0.007468133,0.034489778,0.01292532,0.037143775,0.014441679,0.009043491,0.040680217,0,0.027102497,0.044375148,0.01586091,0,0,0,0,0,0,0
2016-09-19,0.003973608,0.064865061,0.03905667,0.039869958,0,0.029894947,0.047894235,0.01001266,0.033673704,0.047870032,0.002544945,0.052604097,0.022762824,0.032595413,0.012463518,0,0.023348231,0.004819902,0.027840522,0.01332398,0.003702914,0.016679371,0,0,0.085018399,0.023159966,0.008544589,0.017850455,0.00592602,0.013010042,0.008450477,0.008810092,0,0.03952728,0.007755808,0.01438086,0.02010263,0.013434131,0.072877092,0.010080936,0.038444434,0.003315984,0.015033579,0,0,0,0,0,0,0
